ATL,2005
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ATL,2005
17,Eddie Gill,30,6,0,43,6,9,.667,2,3,.667,4,6,.667,.778,0,0,,0,4,4,11,3,1,5,10,14,MIL,2009
,Team Totals,,82,,19780,3009,6755,.445,511,1408,.363,2498,5347,.467,.483,1613,2067,.780,973,2367,3340,1802,609,308,1154,1986,8142,MIL,2009
MIL,2010
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MIL,2010
1,Brandon Jennings,20,82,82,2671,451,1216,.371,145,388,.374,306,828,.370,.431,223,273,.817,49,233,282,470,105,18,200,191,1270,MIL,2010
2,Carlos Delfino,27,75,66,2279,299,732,.408,134,365,.367,165,367,.450,.500,93,119,.782,51,343,394,202,80,21,119,138,825,MIL,2010
3,Andrew Bogut,25,69,69,2229,473,910,.520,0,2,.000,473,908,.521,.520,149,237,.629,208,493,701,127,39,175,131,222,1095,MIL,2010
4,Ersan Ilyasova,22,81,31,1898,323,729,.443,81,241,.336,242,488,.496,.499,113,158,.715,157,360,517,84,53,23,71,251,840,MIL,2010
5,Luc Mbah a Moute,23,73,62,1866,177,369,.480,6,17,.353,171,352,.486,.488,93,133,.699,171,229,400,81,60,39,70,181,453,MIL,2010
6,Luke Ridnour,28,82,0,1759,328,686,.478,69,181,.381,259,505,.513,.528,127,140,.907,24,119,143,324,54,7,106,182,852,MIL,2010
7,Charlie Bell,30,71,39,1611,169,443,.381,73,200,.365,96,243,.395,.464,48,67,.716,31,101,132,104,39,12,54,136,459,MIL,2010
8,John Salmons,30,30,28,1129,207,443,.467,45,117,.385,162,326,.497,.518,137,158,.867,17,79,96,98,34,4,53,65,596,MIL,2010
9,Kurt Thomas,37,70,9,1049,99,208,.476,0,0,,99,208,.476,.476,12,15,.800,84,207,291,47,26,46,48,159,210,MIL,2010
10,Hakim Warrick,27,48,6,1024,182,378,.481,1,6,.167,181,372,.487,.483,125,172,.727,87,125,212,35,17,10,57,83,490,MIL,2010
11,Jerry Stackhouse,35,42,0,855,129,316,.408,45,130,.346,84,186,.452,.479,55,69,.797,19,81,100,70,21,9,66,56,358,MIL,2010
12,Michael Redd,30,18,12,492,75,213,.352,18,60,.300,57,153,.373,.394,47,66,.712,11,43,54,39,19,2,15,24,215,MIL,2010
13,Jodie Meeks,22,41,0,486,64,177,.362,23,82,.280,41,95,.432,.427,18,21,.857,5,67,72,22,13,4,20,33,169,MIL,2010
14,Dan Gadzuric,31,32,6,314,39,89,.438,0,0,,39,89,.438,.438,10,25,.400,38,54,92,12,9,13,15,63,88,MIL,2010
15,Roko Ukic,25,13,0,97,14,30,.467,3,12,.250,11,18,.611,.517,9,11,.818,0,3,3,12,1,0,6,6,40,MIL,2010
16,Royal Ivey,28,18,0,90,9,28,.321,2,11,.182,7,17,.412,.357,3,5,.600,1,7,8,10,9,0,6,14,23,MIL,2010
17,Francisco Elson,33,11,0,62,4,13,.308,0,0,,4,13,.308,.308,2,2,1.000,5,8,13,2,1,0,1,7,10,MIL,2010
18,Primoz Brezec,30,14,0,59,7,13,.538,0,0,,7,13,.538,.538,0,4,.000,6,7,13,1,0,2,2,10,14,MIL,2010
19,Darnell Jackson,24,1,0,9,1,5,.200,0,1,.000,1,4,.250,.200,0,0,,1,1,2,0,0,0,0,2,2,MIL,2010
,Team Totals,,82,,19980,3050,6998,.436,645,1813,.356,2405,5185,.464,.482,1264,1675,.755,965,2560,3525,1740,580,385,1085,1823,8009,MIL,2010
MIL,2011
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MIL,2011
1,John Salmons,31,73,70,2554,373,898,.415,83,219,.379,290,679,.427,.462,195,240,.813,27,239,266,252,72,28,137,157,1024,MIL,2011
2,Andrew Bogut,26,65,65,2297,367,742,.495,0,4,.000,367,738,.497,.495,96,217,.442,199,521,720,131,47,168,125,217,830,MIL,2011
3,Brandon Jennings,21,63,61,2169,361,926,.390,98,303,.323,263,623,.422,.443,199,246,.809,42,192,234,305,95,21,146,131,1019,MIL,2011
4,Luc Mbah a Moute,24,79,52,2093,198,428,.463,0,7,.000,198,421,.470,.463,133,188,.707,169,251,420,68,72,28,77,180,529,MIL,2011
5,Keyon Dooling,30,80,22,1757,206,519,.397,81,234,.346,125,285,.439,.475,78,94,.830,12,105,117,243,54,4,91,119,571,MIL,2011
6,Carlos Delfino,28,49,40,1590,200,513,.390,105,284,.370,95,229,.415,.492,60,75,.800,24,176,200,112,76,8,57,72,565,MIL,2011
7,Ersan Ilyasova,23,60,34,1505,221,507,.436,36,121,.298,185,386,.479,.471,93,104,.894,105,260,365,56,51,24,63,159,571,MIL,2011
8,Corey Maggette,31,67,18,1401,253,559,.453,28,78,.359,225,481,.468,.478,271,325,.834,44,197,241,84,21,5,127,175,805,MIL,2011
9,Chris Douglas-Roberts,24,44,12,884,117,273,.429,15,46,.326,102,227,.449,.456,74,89,.831,7,81,88,50,29,13,35,73,323,MIL,2011
10,Larry Sanders,22,60,12,872,116,268,.433,0,0,,116,268,.433,.433,28,50,.560,59,119,178,16,22,72,38,117,260,MIL,2011
11,Earl Boykins,34,57,0,862,156,352,.443,27,71,.380,129,281,.459,.482,69,82,.841,15,40,55,141,38,3,52,43,408,MIL,2011
12,Drew Gooden,29,35,18,860,156,362,.431,3,20,.150,153,342,.447,.435,81,102,.794,73,165,238,47,21,18,46,98,396,MIL,2011
13,Jon Brockman,23,63,6,677,48,94,.511,0,0,,48,94,.511,.511,40,59,.678,74,110,184,18,14,3,24,119,136,MIL,2011
14,Michael Redd,31,10,0,134,18,45,.400,4,17,.235,14,28,.500,.444,4,4,1.000,0,8,8,12,2,1,4,4,44,MIL,2011
15,Earl Barron,29,7,0,85,17,37,.459,0,0,,17,37,.459,.459,2,2,1.000,12,10,22,4,2,2,2,10,36,MIL,2011
16,Garrett Temple,24,9,0,83,7,21,.333,3,10,.300,4,11,.364,.405,0,4,.000,0,6,6,6,1,1,2,8,17,MIL,2011
17,Brian Skinner,34,2,0,6,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,MIL,2011
,Team Totals,,82,,19830,2814,6544,.430,483,1414,.342,2331,5130,.454,.467,1423,1881,.757,862,2480,3342,1545,617,399,1103,1682,7534,MIL,2011
MIL,2012
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MIL,2012
1,Brandon Jennings,22,66,66,2331,469,1121,.418,129,388,.332,340,733,.464,.476,193,239,.808,49,177,226,365,104,22,146,114,1260,MIL,2012
2,Ersan Ilyasova,24,60,41,1655,294,597,.492,51,112,.455,243,485,.501,.535,143,183,.781,196,333,529,71,42,44,76,133,782,MIL,2012
3,Carlos Delfino,29,54,53,1537,182,453,.402,86,239,.360,96,214,.449,.497,38,48,.792,20,188,208,123,79,10,66,99,488,MIL,2012
4,Drew Gooden,30,56,46,1469,287,657,.437,16,55,.291,271,602,.450,.449,176,208,.846,130,233,363,144,46,34,109,112,766,MIL,2012
5,Mike Dunleavy,31,55,3,1445,239,504,.474,83,208,.399,156,296,.527,.557,116,143,.811,29,175,204,117,28,8,58,87,677,MIL,2012
6,Shaun Livingston,26,58,27,1092,127,271,.469,2,3,.667,125,268,.466,.472,62,79,.785,39,84,123,122,27,20,66,79,318,MIL,2012
7,Beno Udrih,29,59,0,1080,146,332,.440,17,59,.288,129,273,.473,.465,39,55,.709,26,76,102,227,37,1,77,69,348,MIL,2012
8,Luc Mbah a Moute,25,43,22,1009,133,261,.510,1,4,.250,132,257,.514,.511,66,103,.641,77,150,227,29,40,22,39,93,333,MIL,2012
9,Monta Ellis,26,21,21,755,145,336,.432,12,45,.267,133,291,.457,.449,68,89,.764,4,69,73,123,29,6,54,52,370,MIL,2012
10,Stephen Jackson,33,26,13,712,97,272,.357,30,108,.278,67,164,.409,.412,50,60,.833,16,66,82,77,26,6,66,61,274,MIL,2012
11,Larry Sanders,23,52,0,643,84,184,.457,0,2,.000,84,182,.462,.457,18,38,.474,62,98,160,33,32,76,43,133,186,MIL,2012
12,Jon Leuer,22,46,12,555,97,191,.508,3,9,.333,94,182,.516,.516,21,28,.750,45,75,120,25,14,17,18,67,218,MIL,2012
13,Tobias Harris,19,42,9,479,79,169,.467,6,23,.261,73,146,.500,.485,44,54,.815,30,71,101,22,13,7,31,45,208,MIL,2012
14,Ekpe Udoh,24,23,5,463,45,110,.409,0,2,.000,45,108,.417,.409,40,50,.800,42,65,107,26,15,37,18,59,130,MIL,2012
15,Andrew Bogut,27,12,12,364,61,136,.449,0,1,.000,61,135,.452,.449,14,23,.609,22,78,100,31,12,24,24,36,136,MIL,2012
16,Jon Brockman,24,35,0,239,15,45,.333,0,1,.000,15,44,.341,.333,7,15,.467,33,42,75,9,4,1,10,33,37,MIL,2012
17,Darington Hobson,24,5,0,39,2,13,.154,0,6,.000,2,7,.286,.154,0,0,,0,3,3,6,0,0,2,1,4,MIL,2012
,Team Totals,,66,,15865,2502,5652,.443,436,1265,.345,2066,4387,.471,.481,1095,1415,.774,820,1983,2803,1550,548,335,929,1273,6535,MIL,2012
MIL,2013
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MIL,2013
1,Monta Ellis,27,82,82,3076,597,1436,.416,94,328,.287,503,1108,.454,.448,289,374,.773,45,271,316,496,169,36,254,164,1577,MIL,2013
2,Brandon Jennings,23,80,80,2897,497,1247,.399,173,461,.375,324,786,.412,.468,230,281,.819,59,187,246,521,125,10,203,155,1397,MIL,2013
3,Ersan Ilyasova,25,73,54,2012,371,803,.462,95,214,.444,276,589,.469,.521,125,157,.796,154,366,520,117,68,36,75,185,962,MIL,2013
4,Mike Dunleavy,32,75,3,1943,276,624,.442,128,299,.428,148,325,.455,.545,105,128,.820,31,260,291,145,39,35,90,135,785,MIL,2013
5,Larry Sanders,24,71,55,1937,306,605,.506,0,2,.000,306,603,.507,.506,84,136,.618,224,448,672,83,53,201,87,233,696,MIL,2013
6,Luc Mbah a Moute,26,58,45,1326,151,377,.401,13,37,.351,138,340,.406,.418,72,126,.571,89,167,256,55,42,14,70,82,387,MIL,2013
7,Ekpe Udoh,25,76,9,1312,117,269,.435,0,1,.000,117,268,.437,.435,89,119,.748,113,138,251,43,39,85,43,139,323,MIL,2013
8,Marquis Daniels,32,59,33,1085,132,351,.376,20,72,.278,112,279,.401,.405,40,54,.741,48,102,150,65,51,10,45,77,324,MIL,2013
9,John Henson,22,63,9,827,162,336,.482,0,3,.000,162,333,.486,.482,56,105,.533,116,181,297,31,19,42,47,83,380,MIL,2013
10,J.J. Redick,28,28,2,804,120,298,.403,48,151,.318,72,147,.490,.483,56,61,.918,8,44,52,76,9,4,33,47,344,MIL,2013
11,Samuel Dalembert,31,47,23,765,137,253,.542,1,1,1.000,136,252,.540,.543,38,55,.691,105,171,276,21,17,53,51,90,313,MIL,2013
12,Beno Udrih,30,39,0,719,113,238,.475,13,49,.265,100,189,.529,.502,24,33,.727,17,61,78,138,16,2,53,39,263,MIL,2013
13,Tobias Harris,20,28,14,325,53,115,.461,7,21,.333,46,94,.489,.491,23,26,.885,17,40,57,13,8,7,18,31,136,MIL,2013
14,Doron Lamb,21,23,0,280,33,95,.347,4,16,.250,29,79,.367,.368,8,15,.533,3,14,17,20,7,0,16,27,78,MIL,2013
15,Gustavo Ayon,27,12,0,163,25,42,.595,0,0,,25,42,.595,.595,1,12,.083,20,39,59,12,9,4,9,24,51,MIL,2013
16,Drew Gooden,31,16,0,151,20,61,.328,1,5,.200,19,56,.339,.336,11,16,.688,13,18,31,6,5,6,9,21,52,MIL,2013
17,Ish Smith,24,16,0,138,17,43,.395,4,10,.400,13,33,.394,.442,0,0,,1,14,15,30,8,3,10,12,38,MIL,2013
18,Joel Przybilla,33,12,1,68,1,4,.250,0,0,,1,4,.250,.250,0,2,.000,5,16,21,4,1,2,4,10,2,MIL,2013
,Team Totals,,82,,19830,3128,7197,.435,601,1670,.360,2527,5527,.457,.476,1251,1700,.736,1068,2537,3605,1876,685,550,1156,1554,8108,MIL,2013
MIL,2014
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MIL,2014
1,Khris Middleton,22,82,64,2460,376,854,.440,120,290,.414,256,564,.454,.511,118,137,.861,60,250,310,169,83,20,123,243,990,MIL,2014
2,Brandon Knight,22,72,69,2400,461,1092,.422,110,338,.325,351,754,.466,.473,259,323,.802,46,209,255,352,69,17,188,146,1291,MIL,2014
3,Giannis Antetokounmpo,19,77,23,1897,173,418,.414,41,118,.347,132,300,.440,.463,138,202,.683,78,261,339,150,60,61,122,173,525,MIL,2014
4,John Henson,23,70,23,1856,344,639,.538,0,1,.000,344,638,.539,.538,91,177,.514,171,326,497,113,41,116,114,185,779,MIL,2014
5,Ersan Ilyasova,26,55,47,1478,237,579,.409,37,131,.282,200,448,.446,.441,107,130,.823,107,235,342,72,46,8,61,135,618,MIL,2014
6,O.J. Mayo,26,52,23,1346,224,550,.407,84,227,.370,140,323,.433,.484,76,88,.864,24,100,124,113,28,13,95,111,608,MIL,2014
7,Zaza Pachulia,29,53,43,1325,149,349,.427,0,1,.000,149,348,.428,.427,110,130,.846,141,192,333,136,45,14,92,124,408,MIL,2014
8,Nate Wolters,22,58,31,1309,170,389,.437,18,62,.290,152,327,.465,.460,59,90,.656,33,116,149,187,35,15,57,67,417,MIL,2014
9,Ramon Sessions,27,28,12,909,140,304,.461,20,56,.357,120,248,.484,.493,143,170,.841,16,70,86,134,16,3,55,40,443,MIL,2014
10,Caron Butler,33,34,13,821,137,354,.387,53,147,.361,84,207,.406,.462,47,56,.839,16,142,158,56,23,11,52,64,374,MIL,2014
11,Ekpe Udoh,26,42,14,804,57,143,.399,0,0,,57,143,.399,.399,30,47,.638,61,87,148,31,15,44,38,96,144,MIL,2014
12,Luke Ridnour,32,36,12,763,84,219,.384,25,68,.368,59,151,.391,.441,13,19,.684,15,47,62,122,23,2,46,55,206,MIL,2014
13,Jeff Adrien,27,28,12,705,121,235,.515,0,0,,121,235,.515,.515,63,94,.670,69,149,218,31,17,21,31,73,305,MIL,2014
14,Gary Neal,29,30,2,607,108,277,.390,40,111,.360,68,166,.410,.462,45,54,.833,8,42,50,46,7,0,39,26,301,MIL,2014
15,Larry Sanders,25,23,20,584,76,162,.469,0,1,.000,76,161,.472,.469,26,55,.473,60,105,165,19,18,40,26,74,178,MIL,2014
16,Miroslav Raduljica,26,48,2,465,68,126,.540,0,0,,68,126,.540,.540,45,55,.818,54,54,108,23,7,13,28,84,181,MIL,2014
17,Chris Wright,25,8,0,126,21,35,.600,0,1,.000,21,34,.618,.600,6,15,.400,10,10,20,5,7,5,5,17,48,MIL,2014
18,D.J. Stephens,23,3,0,15,3,7,.429,0,0,,3,7,.429,.429,1,1,1.000,1,4,5,0,0,0,0,0,7,MIL,2014
19,Tony Mitchell,24,3,0,10,3,5,.600,0,1,.000,3,4,.750,.600,0,0,,1,0,1,1,1,0,0,0,6,MIL,2014
,Team Totals,,82,,19880,2952,6737,.438,548,1553,.353,2404,5184,.464,.479,1377,1843,.747,971,2399,3370,1760,541,403,1238,1713,7829,MIL,2014
MIL,2015
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MIL,2015
1,Giannis Antetokounmpo,20,81,71,2541,383,780,.491,7,44,.159,376,736,.511,.496,257,347,.741,100,442,542,207,73,85,173,254,1030,MIL,2015
2,Khris Middleton,23,79,58,2378,406,869,.467,109,268,.407,297,601,.494,.530,134,156,.859,48,299,347,182,122,11,113,183,1055,MIL,2015
3,Zaza Pachulia,30,73,45,1730,240,529,.454,0,3,.000,240,526,.456,.454,126,160,.788,197,303,500,178,80,21,133,170,606,MIL,2015
4,Jerryd Bayless,26,77,4,1717,220,516,.426,37,120,.308,183,396,.462,.462,121,137,.883,22,189,211,233,59,12,133,163,598,MIL,2015
5,Jared Dudley,29,72,22,1717,198,423,.468,74,192,.385,124,231,.537,.556,48,67,.716,45,175,220,130,72,11,62,113,518,MIL,2015
6,O.J. Mayo,27,71,15,1697,296,701,.422,99,277,.357,197,424,.465,.493,115,139,.827,30,157,187,197,57,18,128,165,806,MIL,2015
7,Brandon Knight,23,52,52,1688,324,745,.435,104,254,.409,220,491,.448,.505,171,194,.881,26,195,221,281,84,9,166,93,923,MIL,2015
8,Ersan Ilyasova,27,58,36,1319,263,557,.472,74,190,.389,189,367,.515,.539,69,107,.645,80,197,277,56,36,19,45,149,669,MIL,2015
9,John Henson,24,67,11,1228,196,346,.566,0,0,,196,346,.566,.566,78,137,.569,124,188,312,59,28,135,87,152,470,MIL,2015
10,Michael Carter-Williams,23,25,25,758,132,308,.429,4,28,.143,128,280,.457,.435,85,109,.780,21,78,99,140,51,12,79,64,353,MIL,2015
11,Jabari Parker,19,25,25,738,129,263,.490,4,16,.250,125,247,.506,.498,46,66,.697,50,88,138,42,31,5,47,42,308,MIL,2015
12,Larry Sanders,26,27,26,586,86,172,.500,0,0,,86,172,.500,.500,24,48,.500,67,99,166,23,26,39,28,104,196,MIL,2015
13,Kendall Marshall,23,28,3,417,46,101,.455,18,46,.391,28,55,.509,.545,8,9,.889,2,26,28,86,21,0,35,26,118,MIL,2015
14,Johnny O'Bryant,21,34,15,368,44,120,.367,0,0,,44,120,.367,.367,12,27,.444,26,38,64,17,5,4,25,44,100,MIL,2015
15,Tyler Ennis,20,25,1,353,43,123,.350,10,37,.270,33,86,.384,.390,3,5,.600,6,22,28,59,18,3,34,33,99,MIL,2015
16,Miles Plumlee,26,19,0,189,29,59,.492,0,0,,29,59,.492,.492,3,8,.375,17,29,46,7,6,11,6,12,61,MIL,2015
17,Nate Wolters,23,11,0,142,12,31,.387,0,5,.000,12,26,.462,.387,1,4,.250,2,14,16,10,5,0,3,11,25,MIL,2015
18,Jorge Gutierrez,26,10,1,131,15,27,.556,0,2,.000,15,25,.600,.556,7,10,.700,5,13,18,15,5,0,9,16,37,MIL,2015
19,Chris Johnson,24,8,0,128,12,30,.400,5,18,.278,7,12,.583,.483,2,2,1.000,2,9,11,5,5,2,0,7,31,MIL,2015
20,Kenyon Martin,37,11,0,104,9,22,.409,0,0,,9,22,.409,.409,2,2,1.000,6,13,19,5,5,6,3,13,20,MIL,2015
,Team Totals,,82,,19930,3083,6722,.459,545,1500,.363,2538,5222,.486,.499,1312,1734,.757,876,2574,3450,1932,789,403,1373,1814,8023,MIL,2015
MIN,2005
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MIN,2005
1,Kevin Garnett,28,82,82,3121,683,1360,.502,6,25,.240,677,1335,.507,.504,445,549,.811,247,861,1108,466,121,112,222,207,1817,MIN,2005
2,Wally Szczerbiak,27,81,37,2558,465,919,.506,63,169,.373,402,750,.536,.540,260,304,.855,82,221,303,191,40,16,132,178,1253,MIN,2005
3,Latrell Sprewell,34,80,79,2450,398,961,.414,69,211,.327,329,750,.439,.450,156,188,.830,65,189,254,179,53,21,127,124,1021,MIN,2005
4,Trenton Hassell,25,82,51,2068,225,475,.474,1,11,.091,224,464,.483,.475,90,114,.789,80,139,219,128,30,30,64,200,541,MIN,2005
5,Troy Hudson,28,79,32,1729,266,664,.401,89,258,.345,177,406,.436,.468,70,90,.778,19,86,105,283,27,6,113,121,691,MIN,2005
6,Sam Cassell,35,59,38,1522,319,687,.464,27,103,.262,292,584,.500,.484,134,155,.865,25,132,157,301,36,14,109,160,799,MIN,2005
7,Eddie Griffin,22,70,0,1492,202,522,.387,67,204,.328,135,318,.425,.451,56,78,.718,128,325,453,53,23,118,55,120,527,MIN,2005
8,Fred Hoiberg,32,76,0,1272,139,284,.489,70,145,.483,69,139,.496,.613,89,102,.873,32,149,181,85,50,15,20,105,437,MIN,2005
9,Michael Olowokandi,29,62,34,1215,161,353,.456,0,0,,161,353,.456,.456,46,69,.667,106,218,324,29,15,56,68,193,368,MIN,2005
10,Anthony Carter,29,66,12,742,72,177,.407,2,17,.118,70,160,.438,.412,35,51,.686,12,57,69,161,35,18,62,88,181,MIN,2005
11,Mark Madsen,29,41,14,601,34,66,.515,0,0,,34,66,.515,.515,20,40,.500,63,65,128,18,7,14,24,103,88,MIN,2005
12,John Thomas,29,44,8,521,42,86,.488,0,0,,42,86,.488,.488,27,46,.587,39,58,97,17,15,13,18,82,111,MIN,2005
13,Ervin Johnson,37,46,23,410,28,54,.519,1,1,1.000,27,53,.509,.528,16,25,.640,43,70,113,6,7,13,18,86,73,MIN,2005
14,Ndudi Ebi,20,2,0,54,11,21,.524,0,1,.000,11,20,.550,.524,5,9,.556,6,10,16,1,1,1,3,7,27,MIN,2005
,Team Totals,,82,,19755,3045,6629,.459,395,1145,.345,2650,5484,.483,.489,1449,1820,.796,947,2580,3527,1918,460,447,1079,1774,7934,MIN,2005
MIN,2006
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MIN,2006
1,Kevin Garnett,29,76,76,2957,626,1191,.526,8,30,.267,618,1161,.532,.529,396,489,.810,214,752,966,308,104,107,180,206,1656,MIN,2006
2,Trenton Hassell,26,77,67,2514,286,616,.464,7,23,.304,279,593,.470,.470,131,176,.744,82,134,216,203,43,29,124,201,710,MIN,2006
3,Marko Jaric,27,75,49,2102,226,566,.399,40,133,.301,186,433,.430,.435,95,138,.688,60,173,233,293,108,21,127,189,587,MIN,2006
4,Wally Szczerbiak,28,40,40,1555,292,590,.495,58,143,.406,234,447,.523,.544,163,182,.896,36,154,190,112,21,15,86,90,805,MIN,2006
5,Ricky Davis,26,36,36,1460,255,595,.429,33,117,.282,222,478,.464,.456,146,181,.807,25,139,164,173,42,8,98,99,689,MIN,2006
6,Rashad McCants,21,79,12,1362,241,535,.450,67,180,.372,174,355,.490,.513,78,106,.736,29,114,143,63,44,22,86,176,627,MIN,2006
7,Eddie Griffin,23,70,27,1359,130,370,.351,16,82,.195,114,288,.396,.373,44,74,.595,107,282,389,40,13,148,43,125,320,MIN,2006
8,Marcus Banks,24,40,28,1228,186,388,.479,16,44,.364,170,344,.494,.500,91,117,.778,19,97,116,188,47,11,96,124,479,MIN,2006
9,Mark Blount,30,42,30,1157,179,354,.506,0,0,,179,354,.506,.506,71,95,.747,60,143,203,33,25,40,74,147,429,MIN,2006
10,Troy Hudson,29,36,0,800,127,333,.381,40,101,.396,87,232,.375,.441,48,52,.923,8,36,44,106,12,4,40,55,342,MIN,2006
11,Michael Olowokandi,30,32,24,752,87,195,.446,0,0,,87,195,.446,.446,19,39,.487,45,134,179,17,19,27,41,100,193,MIN,2006
12,Justin Reed,24,40,6,706,94,221,.425,0,1,.000,94,220,.427,.425,62,80,.775,40,55,95,34,18,11,37,118,250,MIN,2006
13,Mark Madsen,30,62,7,676,27,66,.409,0,7,.000,27,59,.458,.409,20,47,.426,50,91,141,11,23,17,26,114,74,MIN,2006
14,Anthony Carter,30,45,8,589,53,137,.387,4,15,.267,49,122,.402,.401,40,55,.727,9,53,62,101,24,9,40,71,150,MIN,2006
15,Ronald Dupree,25,36,0,265,33,63,.524,0,1,.000,33,62,.532,.524,14,41,.341,21,28,49,14,12,0,14,44,80,MIN,2006
16,Richie Frahm,28,25,0,225,24,65,.369,15,48,.313,9,17,.529,.485,3,5,.600,3,20,23,15,3,2,4,22,66,MIN,2006
17,Bracey Wright,21,7,0,135,21,51,.412,6,17,.353,15,34,.441,.471,14,16,.875,3,15,18,5,1,0,8,8,62,MIN,2006
18,Nikoloz Tskitishvili,22,5,0,13,1,4,.250,0,0,,1,4,.250,.250,1,2,.500,0,2,2,0,0,0,2,0,3,MIN,2006
,Team Totals,,82,,19855,2888,6340,.456,310,942,.329,2578,5398,.478,.480,1436,1895,.758,811,2422,3233,1716,559,471,1189,1889,7522,MIN,2006
MIN,2007
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MIN,2007
1,Ricky Davis,27,81,81,3021,506,1089,.465,123,310,.397,383,779,.492,.521,239,285,.839,54,261,315,385,80,23,210,189,1374,MIN,2007
2,Kevin Garnett,30,76,76,2995,638,1341,.476,12,56,.214,626,1285,.487,.480,416,498,.835,183,792,975,313,89,126,205,184,1704,MIN,2007
3,Mark Blount,31,82,81,2544,427,839,.509,9,31,.290,418,808,.517,.514,147,195,.754,136,369,505,67,43,58,159,239,1010,MIN,2007
4,Trenton Hassell,27,76,68,2223,217,443,.490,6,25,.240,211,418,.505,.497,72,92,.783,83,160,243,203,22,26,80,144,512,MIN,2007
5,Mike James,31,82,65,2069,297,703,.422,80,215,.372,217,488,.445,.479,154,184,.837,25,138,163,297,55,7,129,171,828,MIN,2007
6,Randy Foye,23,82,12,1879,300,691,.434,68,185,.368,232,506,.458,.483,164,192,.854,49,169,218,232,53,21,152,184,832,MIN,2007
7,Marko Jaric,28,70,13,1555,136,325,.418,32,85,.376,104,240,.433,.468,67,88,.761,54,130,184,145,75,16,88,172,371,MIN,2007
8,Craig Smith,23,82,5,1537,246,463,.531,0,6,.000,246,457,.538,.531,116,186,.624,149,267,416,49,51,18,74,223,608,MIN,2007
9,Troy Hudson,30,34,6,554,74,195,.379,28,80,.350,46,115,.400,.451,26,32,.813,8,40,48,73,14,2,40,23,202,MIN,2007
10,Rashad McCants,22,37,0,554,62,177,.350,20,75,.267,42,102,.412,.407,40,58,.690,14,33,47,38,26,7,40,71,184,MIN,2007
11,Mark Madsen,31,56,0,473,23,43,.535,0,0,,23,43,.535,.535,15,29,.517,35,52,87,10,10,10,21,100,61,MIN,2007
12,Justin Reed,25,41,3,318,40,107,.374,0,0,,40,107,.374,.374,26,30,.867,15,31,46,17,5,3,22,44,106,MIN,2007
13,Bracey Wright,22,19,0,190,24,60,.400,6,20,.300,18,40,.450,.450,13,18,.722,7,14,21,15,9,1,6,6,67,MIN,2007
14,Eddie Griffin,24,13,0,92,7,27,.259,0,1,.000,7,26,.269,.259,4,5,.800,7,18,25,4,0,7,6,8,18,MIN,2007
,Team Totals,,82,,20005,2997,6503,.461,384,1089,.353,2613,5414,.483,.490,1499,1892,.792,819,2474,3293,1848,532,325,1278,1758,7877,MIN,2007
MIN,2008
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MIN,2008
1,Al Jefferson,23,82,82,2919,721,1441,.500,0,5,.000,721,1436,.502,.500,284,394,.721,308,603,911,117,74,119,167,222,1726,MIN,2008
